name,id
"surfaceType=Media, kind=Ghost, size=Large, state=Default, floating=False, fitToIcon=True",83538:100560
"surfaceType=Media, kind=Ghost, size=Small, state=Default, floating=False, fitToIcon=False",80739:105065
"surfaceType=Media, kind=Ghost, size=Small, state=Default, floating=False, fitToIcon=True",83538:100563
"surfaceType=Color Fill, kind=Ghost, size=Large, state=Hover, floating=False, fitToIcon=False",80695:104919
"surfaceType=Color Fill, kind=Ghost, size=Large, state=Hover, floating=False, fitToIcon=True",83538:100566
"surfaceType=Color Fill, kind=Low Contrast, size=Large, state=Hover, floating=False, fitToIcon=False",80812:105566
"surfaceType=Color Fill, kind=Low Contrast, size=Large, state=Hover, floating=False, fitToIcon=True",83535:96623
"surfaceType=Color Fill, kind=High Contrast, size=Large, state=Hover, floating=False, fitToIcon=True",83535:97993
"surfaceType=Color Fill, kind=Low Contrast, size=Small, state=Hover, floating=False, fitToIcon=True",83535:97405
"surfaceType=Color Fill, kind=High Contrast, size=Small, state=Hover, floating=False, fitToIcon=True",83535:97995
"surfaceType=Media, kind=Low Contrast, size=Large, state=Hover, floating=False, fitToIcon=True",83535:96964
"surfaceType=Media, kind=High Contrast, size=Large, state=Hover, floating=False, fitToIcon=True",83535:97997
"surfaceType=Media, kind=Low Contrast, size=Small, state=Hover, floating=False, fitToIcon=True",83535:97407
"surfaceType=Media, kind=High Contrast, size=Small, state=Hover, floating=False, fitToIcon=True",83535:97999
"surfaceType=Color Fill, kind=Low Contrast, size=Large, state=Hover, floating=True, fitToIcon=True",83535:97064
"surfaceType=Color Fill, kind=High Contrast, size=Large, state=Hover, floating=True, fitToIcon=True",83535:98001
"surfaceType=Color Fill, kind=Low Contrast, size=Small, state=Hover, floating=True, fitToIcon=True",83535:97409
"surfaceType=Color Fill, kind=High Contrast, size=Small, state=Hover, floating=True, fitToIcon=True",83535:98003
"surfaceType=Media, kind=Low Contrast, size=Large, state=Hover, floating=True, fitToIcon=True",83535:97164
"surfaceType=Media, kind=High Contrast, size=Large, state=Hover, floating=True, fitToIcon=True",83535:98005
"surfaceType=Media, kind=Low Contrast, size=Small, state=Hover, floating=True, fitToIcon=True",83535:97411
"surfaceType=Media, kind=High Contrast, size=Small, state=Hover, floating=True, fitToIcon=True",83535:98007
"surfaceType=Color Fill, kind=High Contrast, size=Large, state=Hover, floating=False, fitToIcon=False",80839:105887
"surfaceType=Color Fill, kind=High Contrast, size=Small, state=Hover, floating=False, fitToIcon=False",80839:107244
"surfaceType=Color Fill, kind=High Contrast, size=Large, state=Hover, floating=True, fitToIcon=False",80839:106271
"surfaceType=Color Fill, kind=High Contrast, size=Small, state=Hover, floating=True, fitToIcon=False",80839:107256
"surfaceType=Media, kind=High Contrast, size=Large, state=Hover, floating=True, fitToIcon=False",80839:106691
"surfaceType=Media, kind=High Contrast, size=Small, state=Hover, floating=True, fitToIcon=False",80839:107271
"surfaceType=Media, kind=High Contrast, size=Large, state=Hover, floating=False, fitToIcon=False",80839:106102
"surfaceType=Media, kind=High Contrast, size=Small, state=Hover, floating=False, fitToIcon=False",80839:107296
"surfaceType=Color Fill, kind=Low Contrast, size=Small, state=Hover, floating=False, fitToIcon=False",80839:105519
"surfaceType=Color Fill, kind=Low Contrast, size=Large, state=Hover, floating=True, fitToIcon=False",80812:105962
"surfaceType=Color Fill, kind=Low Contrast, size=Small, state=Hover, floating=True, fitToIcon=False",80825:106244
"surfaceType=Media, kind=Low Contrast, size=Large, state=Hover, floating=True, fitToIcon=False",80822:105620
"surfaceType=Media, kind=Low Contrast, size=Small, state=Hover, floating=True, fitToIcon=False",80825:106254
"surfaceType=Media, kind=Low Contrast, size=Large, state=Hover, floating=False, fitToIcon=False",80816:105258
"surfaceType=Media, kind=Low Contrast, size=Small, state=Hover, floating=False, fitToIcon=False",80825:106264
"surfaceType=Color Fill, kind=Ghost, size=Small, state=Hover, floating=False, fitToIcon=False",80739:105068
"surfaceType=Color Fill, kind=Ghost, size=Small, state=Hover, floating=False, fitToIcon=True",83538:100572
"surfaceType=Media, kind=Ghost, size=Large, state=Hover, floating=False, fitToIcon=False",80700:104929
"surfaceType=Media, kind=Ghost, size=Large, state=Hover, floating=False, fitToIcon=True",83538:100578
"surfaceType=Media, kind=Ghost, size=Small, state=Hover, floating=False, fitToIcon=False",80739:105071
"surfaceType=Media, kind=Ghost, size=Small, state=Hover, floating=False, fitToIcon=True",83538:100584
"surfaceType=Color Fill, kind=Ghost, size=Large, state=Active, floating=False, fitToIcon=False",80700:104887
"surfaceType=Color Fill, kind=Ghost, size=Large, state=Active, floating=False, fitToIcon=True",83538:100590
"surfaceType=Color Fill, kind=Low Contrast, size=Large, state=Active, floating=False, fitToIcon=False",80812:105578
"surfaceType=Color Fill, kind=Low Contrast, size=Large, state=Active, floating=False, fitToIcon=True",83535:96661
"surfaceType=Color Fill, kind=High Contrast, size=Large, state=Active, floating=False, fitToIcon=True",83535:98025
"surfaceType=Color Fill, kind=Low Contrast, size=Small, state=Active, floating=False, fitToIcon=True",83535:97421
"surfaceType=Color Fill, kind=High Contrast, size=Small, state=Active, floating=False, fitToIcon=True",83535:98027
"surfaceType=Media, kind=Low Contrast, size=Large, state=Active, floating=False, fitToIcon=True",83535:96968
"surfaceType=Media, kind=High Contrast, size=Large, state=Active, floating=False, fitToIcon=True",83535:98029
"surfaceType=Media, kind=Low Contrast, size=Small, state=Active, floating=False, fitToIcon=True",83535:97423
"surfaceType=Media, kind=High Contrast, size=Small, state=Active, floating=False, fitToIcon=True",83535:98031
"surfaceType=Color Fill, kind=Low Contrast, size=Large, state=Active, floating=True, fitToIcon=True",83535:97068
"surfaceType=Color Fill, kind=High Contrast, size=Large, state=Active, floating=True, fitToIcon=True",83535:98033
"surfaceType=Color Fill, kind=Low Contrast, size=Small, state=Active, floating=True, fitToIcon=True",83535:97425
"surfaceType=Color Fill, kind=High Contrast, size=Small, state=Active, floating=True, fitToIcon=True",83535:98035
"surfaceType=Media, kind=Low Contrast, size=Large, state=Active, floating=True, fitToIcon=True",83535:97168
"surfaceType=Media, kind=High Contrast, size=Large, state=Active, floating=True, fitToIcon=True",83535:98037
"surfaceType=Media, kind=Low Contrast, size=Small, state=Active, floating=True, fitToIcon=True",83535:97427
"surfaceType=Media, kind=High Contrast, size=Small, state=Active, floating=True, fitToIcon=True",83535:98039
"surfaceType=Color Fill, kind=High Contrast, size=Large, state=Active, floating=False, fitToIcon=False",80839:105963
"surfaceType=Color Fill, kind=High Contrast, size=Small, state=Active, floating=False, fitToIcon=False",80839:107316
"surfaceType=Media, kind=High Contrast, size=Large, state=Active, floating=False, fitToIcon=False",80839:106112
"surfaceType=Media, kind=High Contrast, size=Small, state=Active, floating=False, fitToIcon=False",80839:107325
"surfaceType=Color Fill, kind=Low Contrast, size=Small, state=Active, floating=False, fitToIcon=False",80825:106310
"surfaceType=Color Fill, kind=Ghost, size=Small, state=Active, floating=False, fitToIcon=False",80739:105074
"surfaceType=Color Fill, kind=Ghost, size=Small, state=Active, floating=False, fitToIcon=True",83538:100593
"surfaceType=Media, kind=Ghost, size=Large, state=Active, floating=False, fitToIcon=False",80700:104932
"surfaceType=Media, kind=Ghost, size=Large, state=Active, floating=False, fitToIcon=True",83538:100596
"surfaceType=Media, kind=Ghost, size=Small, state=Active, floating=False, fitToIcon=False",80739:105077
"surfaceType=Media, kind=Ghost, size=Small, state=Active, floating=False, fitToIcon=True",83538:100599
"surfaceType=Color Fill, kind=Ghost, size=Large, state=Disabled, floating=False, fitToIcon=False",80700:104897
"surfaceType=Color Fill, kind=Ghost, size=Large, state=Disabled, floating=False, fitToIcon=True",83538:100602
"surfaceType=Color Fill, kind=Low Contrast, size=Large, state=Disabled, floating=False, fitToIcon=False",80812:105590
"surfaceType=Color Fill, kind=Low Contrast, size=Large, state=Disabled, floating=False, fitToIcon=True",83535:96664
"surfaceType=Color Fill, kind=High Contrast, size=Large, state=Disabled, floating=False, fitToIcon=True",83535:98041
"surfaceType=Color Fill, kind=Low Contrast, size=Small, state=Disabled, floating=False, fitToIcon=True",83535:97429
"surfaceType=Color Fill, kind=High Contrast, size=Small, state=Disabled, floating=False, fitToIcon=True",83535:98043
"surfaceType=Media, kind=Low Contrast, size=Large, state=Disabled, floating=False, fitToIcon=True",83535:96970
"surfaceType=Media, kind=High Contrast, size=Large, state=Disabled, floating=False, fitToIcon=True",83535:98045
"surfaceType=Media, kind=Low Contrast, size=Small, state=Disabled, floating=False, fitToIcon=True",83535:97431
"surfaceType=Media, kind=High Contrast, size=Small, state=Disabled, floating=False, fitToIcon=True",83535:98047
"surfaceType=Color Fill, kind=Low Contrast, size=Large, state=Disabled, floating=True, fitToIcon=True",83535:97070
"surfaceType=Color Fill, kind=High Contrast, size=Large, state=Disabled, floating=True, fitToIcon=True",83535:98049
"surfaceType=Color Fill, kind=Low Contrast, size=Small, state=Disabled, floating=True, fitToIcon=True",83535:97433
"surfaceType=Color Fill, kind=High Contrast, size=Small, state=Disabled, floating=True, fitToIcon=True",83535:98051
"surfaceType=Media, kind=Low Contrast, size=Large, state=Disabled, floating=True, fitToIcon=True",83535:97170
"surfaceType=Media, kind=High Contrast, size=Large, state=Disabled, floating=True, fitToIcon=True",83535:98053
"surfaceType=Media, kind=Low Contrast, size=Small, state=Disabled, floating=True, fitToIcon=True",83535:97435
"surfaceType=Media, kind=High Contrast, size=Small, state=Disabled, floating=True, fitToIcon=True",83535:98055
"surfaceType=Color Fill, kind=High Contrast, size=Large, state=Disabled, floating=False, fitToIcon=False",80839:105969
"surfaceType=Color Fill, kind=High Contrast, size=Small, state=Disabled, floating=False, fitToIcon=False",80839:107328
"surfaceType=Media, kind=High Contrast, size=Large, state=Disabled, floating=False, fitToIcon=False",80839:106115
"surfaceType=Media, kind=High Contrast, size=Small, state=Disabled, floating=False, fitToIcon=False",80839:107337
"surfaceType=Color Fill, kind=Low Contrast, size=Small, state=Disabled, floating=False, fitToIcon=False",80825:106316
"surfaceType=Color Fill, kind=Ghost, size=Small, state=Disabled, floating=False, fitToIcon=False",80739:105080
"surfaceType=Color Fill, kind=Ghost, size=Small, state=Disabled, floating=False, fitToIcon=True",83538:100605
"surfaceType=Media, kind=Ghost, size=Large, state=Disabled, floating=False, fitToIcon=False",80700:104935
"surfaceType=Media, kind=Ghost, size=Large, state=Disabled, floating=False, fitToIcon=True",83538:100608
"surfaceType=Media, kind=Ghost, size=Small, state=Disabled, floating=False, fitToIcon=False",80739:105083
"surfaceType=Media, kind=Ghost, size=Small, state=Disabled, floating=False, fitToIcon=True",83538:100611
"surfaceType=Color Fill, kind=Ghost, size=Large, state=Default, floating=False, fitToIcon=False",85841:101517
"surfaceType=Color Fill, kind=Ghost, size=Large, state=Selected, floating=False, fitToIcon=False",85841:106005
"surfaceType=Color Fill, kind=Ghost, size=Large, state=Default, floating=False, fitToIcon=True",85841:101520
"surfaceType=Color Fill, kind=Ghost, size=Large, state=Selected, floating=False, fitToIcon=True",85841:106008
"surfaceType=Color Fill, kind=Low Contrast, size=Large, state=Default, floating=False, fitToIcon=False",85841:101524
"surfaceType=Color Fill, kind=Low Contrast, size=Large, state=Selected, floating=False, fitToIcon=False",85860:106387
"surfaceType=Color Fill, kind=Low Contrast, size=Large, state=Default, floating=False, fitToIcon=True",85841:101527
"surfaceType=Color Fill, kind=Low Contrast, size=Large, state=Selected, floating=False, fitToIcon=True",85860:106390
"surfaceType=Color Fill, kind=High Contrast, size=Large, state=Default, floating=False, fitToIcon=True",85841:101537
"surfaceType=Color Fill, kind=High Contrast, size=Large, state=Selected, floating=False, fitToIcon=True",85960:106544
"surfaceType=Color Fill, kind=Low Contrast, size=Small, state=Default, floating=False, fitToIcon=True",85841:101539
"surfaceType=Color Fill, kind=Low Contrast, size=Small, state=Selected, floating=False, fitToIcon=True",85870:106026
"surfaceType=Color Fill, kind=High Contrast, size=Small, state=Default, floating=False, fitToIcon=True",85841:101541
"surfaceType=Color Fill, kind=High Contrast, size=Small, state=Selected, floating=False, fitToIcon=True",85962:107786
"surfaceType=Media, kind=Low Contrast, size=Large, state=Default, floating=False, fitToIcon=True",85841:101543
"surfaceType=Media, kind=Low Contrast, size=Large, state=Selected, floating=False, fitToIcon=True",85860:106394
"surfaceType=Media, kind=High Contrast, size=Large, state=Default, floating=False, fitToIcon=True",85841:101553
"surfaceType=Media, kind=High Contrast, size=Large, state=Selected, floating=False, fitToIcon=True",85960:106548
"surfaceType=Media, kind=Low Contrast, size=Small, state=Default, floating=False, fitToIcon=True",85841:101555
"surfaceType=Media, kind=Low Contrast, size=Small, state=Selected, floating=False, fitToIcon=True",85870:106030
"surfaceType=Media, kind=High Contrast, size=Small, state=Default, floating=False, fitToIcon=True",85841:101557
"surfaceType=Media, kind=High Contrast, size=Small, state=Selected, floating=False, fitToIcon=True",85962:107790
"surfaceType=Color Fill, kind=Low Contrast, size=Large, state=Default, floating=True, fitToIcon=True",85841:101559
"surfaceType=Color Fill, kind=Low Contrast, size=Large, state=Selected, floating=True, fitToIcon=True",85860:106398
"surfaceType=Color Fill, kind=High Contrast, size=Large, state=Default, floating=True, fitToIcon=True",85841:101569
"surfaceType=Color Fill, kind=High Contrast, size=Large, state=Selected, floating=True, fitToIcon=True",85960:106552
